# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-8621
# Selected columns: 7 (all)
# Timestamp: Tue, 29-Apr-2025 09:45:43
Gene ID	Gene Name	14 minute	20 minute	92 minute	102 minute	132 minute	142 minute	162 minute
YIR004W	DJP1	86.0	80.0	76.0	78.0	89.0	89.0	97.0
YIR005W	IST3	119.0	90.0	69.0	58.0	66.0	61.0	66.0
YIR006C	PAN1	57.0	59.0	48.0	52.0	53.0	54.0	49.0
YIR007W	EGH1	24.0	28.0	20.0	20.0	25.0	20.0	16.0
YIR008C	PRI1	36.0	35.0	38.0	36.0	36.0	36.0	38.0
YIR009W	MSL1	55.0	60.0	54.0	52.0	59.0	55.0	57.0
YIR010W	DSN1	31.0	31.0	58.0	53.0	35.0	31.0	27.0
YIR011C	STS1	156.0	153.0	89.0	84.0	87.0	88.0	96.0
YIR012W	SQT1	87.0	76.0	80.0	80.0	72.0	77.0	81.0
YIR013C	GAT4	4.0	5.0	2.0	2.0	1.0	2.0	1.0
YIR014W	YIR014W	37.0	27.0	27.0	23.0	29.0	27.0	18.0
YIR015W	RPR2	75.0	59.0	57.0	55.0	67.0	60.0	51.0
YIR016W	YIR016W	103.0	97.0	54.0	56.0	58.0	56.0	51.0
YIR017C	MET28	0.3						
YIR017W-A	YIR017W-A	0.7	2.0		0.3	0.4		0.2
YIR018C-A	YIR018C-A	53.0	56.0	31.0	28.0	36.0	30.0	31.0
YIR018W	YAP5	48.0	50.0	34.0	34.0	42.0	33.0	35.0
YIR019C	YIR019C	2.0	2.0	3.0	3.0	5.0	4.0	4.0
YIR021W-A	YIR021W-A	8.0	12.0	4.0	1.0		1.0	
YIR021W	MRS1	5.0	4.0	8.0	11.0	14.0	16.0	20.0
YIR022W	SEC11	240.0	263.0	205.0	205.0	188.0	194.0	169.0
YIR023C-A	YIR023C-A	0.6	0.8					
YIR023W	DAL81	15.0	15.0	23.0	24.0	19.0	20.0	19.0
YIR024C	YIR024C	57.0	48.0	58.0	57.0	80.0	78.0	71.0
YIR025W	MND2	51.0	48.0	37.0	31.0	35.0	31.0	34.0
YIR026C	YVH1	45.0	38.0	36.0	39.0	33.0	39.0	42.0
YIR027C	DAL1	29.0	26.0	12.0	13.0	13.0	12.0	13.0
YIR028W	DAL4	20.0	24.0	11.0	10.0	11.0	10.0	11.0
YIR029W	DAL2	86.0	106.0	128.0	155.0	183.0	142.0	78.0
YIR030C	DCG1	27.0	29.0	48.0	45.0	38.0	35.0	27.0
YIR030W-A	YIR030W-A	2.0	1.0	0.6	1.0	2.0	1.0	2.0
YIR031C	DAL7	17.0	22.0	24.0	24.0	23.0	22.0	19.0
YIR032C	DAL3	66.0	104.0	177.0	177.0	160.0	116.0	50.0
YIR033W	MGA2	69.0	64.0	22.0	23.0	28.0	28.0	26.0
YIR034C	LYS1	267.0	396.0	403.0	367.0	301.0	296.0	265.0
YIR035C	YIR035C	86.0	101.0	68.0	68.0	60.0	61.0	58.0
YIR036C	IRC24	82.0	80.0	45.0	46.0	51.0	53.0	49.0
YIR036W-A	YIR036W-A	1.0	0.6	0.5				
YIR037W	HYR1	541.0	592.0	295.0	321.0	365.0	385.0	384.0
YIR038C	GTT1	142.0	156.0	71.0	77.0	106.0	108.0	99.0
YIR039C	YPS6	51.0	49.0	51.0	50.0	53.0	54.0	42.0
YIR040C	YIR040C	6.0	5.0	5.0	5.0	8.0	10.0	7.0
YIR041W	PAU15	4.0	5.0	4.0	3.0	4.0	6.0	4.0
YIR042C	YIR042C	53.0	56.0	54.0	44.0	32.0	30.0	28.0
YJL001W	PRE3	421.0	482.0	410.0	437.0	389.0	402.0	384.0
YJL002C	OST1	175.0	187.0	155.0	156.0	135.0	133.0	148.0
YJL003W	COX16	178.0	147.0	125.0	110.0	123.0	125.0	132.0
YJL004C	SYS1	199.0	201.0	122.0	112.0	111.0	101.0	91.0
YJL005W	CYR1	14.0	15.0	14.0	15.0	18.0	18.0	17.0
YJL006C	CTK2	50.0	48.0	44.0	38.0	35.0	34.0	31.0
YJL007C	YJL007C	4.0	3.0	0.7	0.7	0.8	2.0	0.7
YJL008C	CCT8	190.0	224.0	162.0	171.0	143.0	139.0	142.0
YJL009W	YJL009W	9.0	8.0	6.0	6.0	7.0	7.0	3.0
YJL010C	NOP9	21.0	17.0	23.0	23.0	23.0	24.0	26.0
YJL011C	RPC17	29.0	21.0	54.0	44.0	33.0	38.0	47.0
YJL012C	VTC4	109.0	112.0	77.0	71.0	70.0	73.0	69.0
YJL013C	MAD3	35.0	37.0	51.0	43.0	42.0	35.0	36.0
YJL014W	CCT3	170.0	173.0	184.0	190.0	164.0	167.0	160.0
YJL016W	YJL016W	144.0	165.0	47.0	45.0	37.0	34.0	28.0
YJL019W	MPS3	245.0	223.0	72.0	62.0	48.0	45.0	42.0
YJL020C	BBC1	55.0	58.0	48.0	44.0	52.0	52.0	47.0
YJL022W	YJL022W	1.0	2.0	1.0	0.9		0.8	
YJL023C	PET130	51.0	56.0	27.0	32.0	28.0	30.0	25.0
YJL024C	APS3	144.0	158.0	144.0	142.0	127.0	123.0	116.0
YJL025W	RRN7	19.0	20.0	20.0	19.0	20.0	19.0	19.0
YJL026W	RNR2	103.0	114.0	291.0	257.0	129.0	115.0	114.0
YJL027C	YJL027C	5.0	5.0	3.0	2.0	1.0	1.0	2.0
YJL028W	YJL028W	1.0	2.0	5.0	4.0	4.0	7.0	4.0
YJL029C	VPS53	30.0	28.0	42.0	38.0	33.0	31.0	29.0
YJL030W	MAD2	95.0	112.0	85.0	83.0	92.0	83.0	66.0
YJL031C	BET4	79.0	70.0	65.0	60.0	55.0	49.0	44.0
YJL033W	HCA4	25.0	17.0	28.0	31.0	29.0	31.0	40.0
YJL034W	KAR2	162.0	121.0	324.0	302.0	234.0	234.0	199.0
YJL035C	TAD2	28.0	29.0	23.0	21.0	22.0	16.0	20.0
YJL036W	SNX4	166.0	179.0	114.0	119.0	120.0	117.0	110.0
YJL037W	IRC18	66.0	69.0	29.0	28.0	27.0	26.0	29.0
YJL038C	LOH1	32.0	32.0	31.0	26.0	24.0	22.0	22.0
YJL039C	NUP192	20.0	18.0	24.0	24.0	21.0	21.0	20.0
YJL041W	NSP1	72.0	71.0	64.0	61.0	57.0	59.0	56.0
YJL042W	MHP1	41.0	41.0	40.0	38.0	43.0	41.0	43.0
YJL043W	YJL043W	9.0	8.0	7.0	7.0	6.0	6.0	6.0
YJL044C	GYP6	68.0	74.0	40.0	44.0	60.0	68.0	74.0
YJL045W	YJL045W	51.0	73.0	30.0	34.0	36.0	34.0	32.0
YJL046W	AIM22	64.0	57.0	54.0	61.0	88.0	85.0	96.0
YJL047C-A	YJL047C-A	4.0	2.0	7.0	3.0		4.0	4.0
YJL047C	RTT101	31.0	29.0	20.0	20.0	23.0	20.0	19.0
YJL048C	UBX6	325.0	320.0	111.0	129.0	152.0	169.0	173.0
YJL049W	CHM7	45.0	40.0	42.0	41.0	44.0	39.0	42.0
YJL050W	MTR4	24.0	19.0	28.0	32.0	23.0	25.0	31.0
YJL051W	IRC8	31.0	31.0	45.0	56.0	72.0	67.0	34.0
YJL052C-A	YJL052C-A	13.0	19.0	6.0	11.0	9.0	7.0	4.0
YJL052W	TDH1	942.0	716.0	42.0	41.0	68.0	83.0	87.0
YJL053W	PEP8	83.0	91.0	58.0	58.0	63.0	65.0	52.0
YJL054W	TIM54	132.0	127.0	80.0	86.0	106.0	109.0	104.0
YJL055W	YJL055W	184.0	201.0	203.0	203.0	250.0	248.0	242.0
YJL056C	ZAP1	43.0	46.0	25.0	27.0	25.0	22.0	18.0
YJL057C	IKS1	81.0	77.0	48.0	48.0	62.0	58.0	46.0
YJL058C	BIT61	30.0	32.0	18.0	17.0	21.0	20.0	15.0
YJL059W	YHC3	30.0	32.0	28.0	25.0	28.0	26.0	21.0
YJL060W	BNA3	245.0	266.0	213.0	160.0	212.0	178.0	183.0
YJL061W	NUP82	33.0	31.0	32.0	32.0	35.0	35.0	41.0
YJL062W-A	COA3	222.0	161.0	298.0	304.0	368.0	411.0	385.0
YJL062W	LAS21	56.0	47.0	31.0	32.0	32.0	29.0	23.0
YJL063C	MRPL8	144.0	106.0	139.0	152.0	256.0	277.0	288.0
YJL064W	YJL064W					0.6		
YJL065C	DLS1	20.0	22.0	25.0	23.0	24.0	22.0	24.0
YJL066C	MPM1	197.0	167.0	89.0	110.0	179.0	189.0	195.0
YJL067W	YJL067W	30.0	22.0	17.0	20.0	29.0	35.0	33.0
YJL068C	YJL068C	201.0	222.0	173.0	183.0	184.0	167.0	142.0
YJL069C	UTP18	19.0	20.0	33.0	39.0	27.0	33.0	40.0
YJL070C	YJL070C	38.0	37.0	17.0	19.0	26.0	23.0	19.0
YJL071W	ARG2	95.0	103.0	67.0	71.0	70.0	69.0	61.0
YJL072C	PSF2	96.0	102.0	80.0	74.0	64.0	62.0	64.0
YJL073W	JEM1	35.0	32.0	30.0	28.0	26.0	28.0	30.0
YJL074C	SMC3	13.0	10.0	19.0	14.0	11.0	14.0	24.0
YJL075C	APQ13	2.0	2.0	3.0	3.0	4.0	3.0	3.0
YJL076W	NET1	37.0	39.0	53.0	51.0	52.0	48.0	47.0
YJL077C	ICS3	45.0	47.0	41.0	49.0	52.0	49.0	27.0
YJL077W-B	YJL077W-B	107.0	102.0	46.0	71.0	105.0	83.0	50.0
YJL078C	PRY3	56.0	69.0	33.0	41.0	57.0	80.0	174.0
YJL079C	PRY1	347.0	316.0	117.0	160.0	729.0	997.0	735.0
YJL080C	SCP160	38.0	32.0	46.0	46.0	46.0	46.0	51.0
YJL081C	ARP4	93.0	98.0	85.0	81.0	86.0	85.0	77.0
YJL082W	IML2	39.0	35.0	31.0	29.0	31.0	30.0	24.0
YJL083W	TAX4	28.0	27.0	12.0	12.0	14.0	15.0	14.0
YJL084C	ALY2	29.0	26.0	15.0	16.0	21.0	22.0	23.0
YJL085W	EXO70	31.0	30.0	25.0	29.0	35.0	30.0	32.0
YJL087C	TRL1	19.0	18.0	18.0	19.0	20.0	19.0	20.0
YJL088W	ARG3	163.0	237.0	360.0	404.0	523.0	555.0	562.0
YJL089W	SIP4	225.0	249.0	172.0	180.0	183.0	163.0	114.0
YJL090C	DPB11	36.0	38.0	25.0	26.0	27.0	25.0	28.0
YJL091C	GWT1	58.0	61.0	40.0	36.0	31.0	29.0	36.0
YJL092W	SRS2	9.0	8.0	38.0	34.0	20.0	19.0	15.0
YJL093C	TOK1	63.0	63.0	36.0	34.0	32.0	32.0	29.0
YJL094C	KHA1	101.0	92.0	55.0	53.0	49.0	49.0	46.0
YJL095W	BCK1	14.0	12.0	12.0	11.0	12.0	12.0	12.0
YJL096W	MRPL49	148.0	113.0	188.0	194.0	306.0	321.0	339.0
YJL097W	PHS1	128.0	140.0	126.0	122.0	124.0	118.0	128.0
YJL098W	SAP185	27.0	26.0	28.0	27.0	24.0	23.0	24.0
YJL099W	CHS6	28.0	31.0	23.0	23.0	25.0	24.0	19.0
YJL100W	LSB6	68.0	76.0	43.0	46.0	56.0	50.0	47.0
YJL101C	GSH1	83.0	78.0	63.0	60.0	86.0	80.0	98.0
YJL102W	MEF2	30.0	33.0	68.0	62.0	59.0	60.0	53.0
YJL103C	GSM1	85.0	84.0	74.0	72.0	85.0	80.0	78.0
YJL104W	PAM16	148.0	129.0	189.0	202.0	285.0	289.0	315.0
YJL105W	SET4	12.0	14.0	16.0	14.0	14.0	10.0	10.0
YJL106W	IME2	37.0	38.0	18.0	16.0	21.0	54.0	125.0
YJL107C	YJL107C	146.0	71.0	52.0	41.0	35.0	42.0	58.0
YJL108C	PRM10	135.0	80.0	45.0	40.0	29.0	38.0	54.0
YJL109C	UTP10	19.0	16.0	18.0	20.0	15.0	18.0	21.0
YJL110C	GZF3	55.0	53.0	47.0	48.0	47.0	50.0	49.0
YJL111W	CCT7	194.0	204.0	177.0	174.0	155.0	163.0	168.0
YJL112W	MDV1	69.0	63.0	77.0	70.0	77.0	74.0	72.0
YJL115W	ASF1	50.0	46.0	62.0	44.0	38.0	45.0	93.0
YJL116C	NCA3	131.0	114.0	29.0	35.0	34.0	36.0	35.0
YJL117W	PHO86	228.0	228.0	140.0	146.0	158.0	168.0	160.0
YJL118W	YJL118W	9.0	9.0	23.0	19.0	15.0	15.0	11.0
YJL119C	YJL119C	3.0	2.0	0.7		1.0		1.0
YJL120W	YJL120W	7.0	9.0	6.0	5.0	4.0	5.0	4.0
YJL121C	RPE1	147.0	147.0	190.0	181.0	191.0	196.0	181.0
YJL122W	ALB1	77.0	68.0	95.0	112.0	86.0	100.0	121.0
YJL123C	MTC1	115.0	108.0	103.0	100.0	111.0	114.0	126.0
YJL124C	LSM1	176.0	169.0	187.0	178.0	189.0	171.0	186.0
YJL125C	GCD14	48.0	44.0	60.0	62.0	49.0	49.0	47.0
YJL126W	NIT2	55.0	56.0	32.0	32.0	33.0	37.0	31.0
YJL127C-B	YJL127C-B	626.0	605.0	410.0	434.0	426.0	428.0	394.0
YJL127C	SPT10	25.0	26.0	20.0	20.0	20.0	20.0	20.0
YJL127W-A	YJL127W-A	86.0	60.0	67.0	64.0	50.0	44.0	47.0
YJL128C	PBS2	62.0	57.0	51.0	48.0	49.0	48.0	50.0
YJL129C	TRK1	54.0	47.0	30.0	32.0	29.0	28.0	28.0
YJL130C	URA2	43.0	42.0	54.0	61.0	56.0	58.0	57.0
YJL131C	AIM23	35.0	37.0	43.0	49.0	73.0	72.0	73.0
YJL132W	YJL132W	27.0	28.0	20.0	21.0	26.0	26.0	18.0
YJL133C-A	YJL133C-A	605.0	797.0	2710.0	2794.0	3022.0	2796.0	2020.0
YJL133W	MRS3	58.0	62.0	54.0	56.0	64.0	62.0	55.0
YJL134W	LCB3	51.0	50.0	76.0	72.0	45.0	53.0	45.0
YJL135W	YJL135W	1.0		4.0	1.0		1.0	
YJL136C	RPS21B	403.0	315.0	735.0	875.0	874.0	862.0	1221.0
YJL136W-A	YJL136W-A	3.0						
YJL137C	GLG2	76.0	86.0	150.0	137.0	123.0	117.0	82.0
YJL138C	TIF2	112.0	109.0	116.0	104.0	101.0	99.0	103.0
YJL139C	YUR1	51.0	49.0	38.0	42.0	44.0	42.0	45.0
YJL140W	RPB4	224.0	252.0	244.0	250.0	260.0	240.0	227.0
YJL141C	YAK1	84.0	86.0	53.0	53.0	59.0	55.0	59.0
YJL142C	IRC9	6.0	10.0	6.0	6.0	6.0	9.0	9.0
YJL143W	TIM17	229.0	241.0	247.0	254.0	333.0	329.0	310.0
YJL144W	YJL144W	45.0	47.0	69.0	71.0	84.0	59.0	32.0
YJL145W	SFH5	71.0	74.0	62.0	68.0	80.0	74.0	77.0
YJL146W	IDS2	78.0	75.0	41.0	44.0	47.0	48.0	38.0
YJL147C	MRX5	57.0	61.0	44.0	40.0	40.0	37.0	32.0
YJL148W	RPA34	48.0	33.0	75.0	92.0	73.0	88.0	130.0
YJL149W	DAS1	55.0	55.0	45.0	43.0	45.0	42.0	41.0
YJL150W	YJL150W	4.0	2.0	1.0		1.0		0.7
YJL151C	SNA3	282.0	283.0	222.0	253.0	259.0	281.0	275.0
YJL152W	YJL152W	4.0	6.0	3.0	2.0	4.0	2.0	2.0
YJL153C	INO1	1364.0	1644.0	330.0	420.0	475.0	578.0	800.0
YJL154C	VPS35	49.0	46.0	39.0	39.0	38.0	37.0	36.0
YJL155C	FBP26	97.0	93.0	56.0	61.0	71.0	67.0	57.0
YJL156C	SSY5	70.0	67.0	42.0	45.0	51.0	49.0	48.0
YJL156W-A	YJL156W-A	128.0	115.0	39.0	38.0	54.0	40.0	49.0
YJL157C	FAR1	31.0	23.0	19.0	21.0	41.0	57.0	82.0
YJL158C	CIS3	69.0	51.0	995.0	1002.0	411.0	275.0	192.0
YJL159W	HSP150	1116.0	826.0	185.0	182.0	866.0	1551.0	2289.0
YJL160C	PIR5	49.0	43.0	4.0	7.0	7.0	11.0	8.0
YJL161W	FMP33	50.0	47.0	29.0	27.0	41.0	39.0	27.0
YJL162C	JJJ2	14.0	16.0	17.0	15.0	18.0	15.0	14.0
YJL163C	YJL163C	62.0	55.0	26.0	25.0	31.0	29.0	23.0
YJL164C	TPK1	22.0	19.0	13.0	13.0	16.0	13.0	14.0
YJL165C	HAL5	31.0	26.0	23.0	22.0	25.0	23.0	24.0
YJL166W	QCR8	5.0	4.0	11.0	7.0	8.0	9.0	10.0
YJL167W	ERG20	435.0	474.0	443.0	447.0	510.0	526.0	512.0
YJL168C	SET2	23.0	21.0	31.0	29.0	27.0	26.0	26.0
YJL169W	YJL169W	4.0	2.0	2.0	2.0	1.0	1.0	3.0
YJL170C	ASG7	28.0	22.0	11.0	15.0	32.0	31.0	36.0
YJL171C	TOH1	46.0	30.0	70.0	66.0	61.0	62.0	64.0
YJL172W	CPS1	123.0	137.0	61.0	62.0	88.0	83.0	74.0
YJL173C	RFA3	121.0	104.0	239.0	181.0	138.0	141.0	168.0
YJL174W	KRE9	325.0	312.0	349.0	352.0	342.0	343.0	321.0
YJL176C	SWI3	29.0	32.0	43.0	41.0	37.0	33.0	34.0
YJL177W	RPL17B	200.0	142.0	285.0	343.0	357.0	391.0	518.0
YJL178C	ATG27	141.0	147.0	112.0	121.0	133.0	133.0	121.0
YJL179W	PFD1	120.0	117.0	125.0	129.0	131.0	136.0	136.0
YJL180C	ATP12	70.0	61.0	76.0	79.0	113.0	115.0	120.0
YJL181W	RBH1	6.0	5.0	10.0	8.0	9.0	10.0	15.0
YJL183W	MNN11	100.0	90.0	147.0	143.0	102.0	100.0	93.0
YJL184W	GON7	113.0	128.0	148.0	147.0	134.0	128.0	129.0
YJL185C	ATG36	115.0	135.0	65.0	64.0	62.0	62.0	53.0
YJL186W	MNN5	189.0	146.0	100.0	97.0	65.0	63.0	60.0
YJL187C	SWE1	11.0	11.0	30.0	21.0	11.0	12.0	22.0
YJL188C	BUD19	9.0	13.0	20.0	19.0	16.0	20.0	23.0
YJL189W	RPL39	6.0	3.0	9.0	19.0	10.0	12.0	14.0
YJL190C	RPS22A	177.0	122.0	379.0	428.0	359.0	384.0	618.0
YJL191W	RPS14B	74.0	72.0	204.0	237.0	201.0	236.0	275.0
YJL192C	SOP4	149.0	156.0	135.0	156.0	146.0	159.0	153.0
YJL193W	YJL193W	21.0	21.0	20.0	20.0	18.0	18.0	20.0
YJL194W	CDC6	4.0	5.0	10.0	9.0	11.0	20.0	27.0
YJL195C	YJL195C	0.1		0.2				
YJL196C	ELO1	108.0	128.0	129.0	147.0	136.0	152.0	161.0
YJL197W	UBP12	11.0	11.0	12.0	13.0	13.0	14.0	13.0
YJL198W	PHO90	25.0	19.0	18.0	18.0	11.0	14.0	14.0
YJL199C	MBB1	88.0	78.0	75.0	57.0	54.0	53.0	43.0
YJL200C	ACO2	81.0	92.0	268.0	272.0	207.0	214.0	238.0
YJL201W	ECM25	46.0	46.0	52.0	51.0	45.0	39.0	36.0
YJL202C	YJL202C	4.0	4.0	2.0	5.0	3.0	5.0	5.0
YJL203W	PRP21	31.0	31.0	25.0	27.0	26.0	23.0	24.0
YJL204C	RCY1	12.0	12.0	16.0	17.0	12.0	12.0	11.0
YJL205C	NCE101	165.0	164.0	177.0	186.0	239.0	220.0	218.0
YJL206C	YJL206C	111.0	98.0	24.0	26.0	24.0	19.0	17.0
YJL207C	LAA1	9.0	9.0	10.0	11.0	10.0	9.0	9.0
YJL208C	NUC1	61.0	40.0	94.0	106.0	110.0	116.0	128.0
YJL209W	CBP1	21.0	22.0	23.0	23.0	29.0	32.0	31.0
YJL210W	PEX2	60.0	64.0	37.0	37.0	55.0	51.0	46.0
YJL211C	YJL211C	13.0	18.0	7.0	7.0	6.0	5.0	6.0
YJL212C	OPT1	21.0	22.0	11.0	10.0	12.0	10.0	11.0
YJL213W	YJL213W	398.0	432.0	189.0	183.0	178.0	156.0	123.0
YJL214W	HXT8	8.0	6.0	6.0	6.0	6.0	5.0	5.0
YJL215C	YJL215C	6.0	8.0	5.0	5.0	6.0	2.0	4.0
YJL216C	IMA5	13.0	12.0	5.0	5.0	4.0	5.0	4.0
YJL217W	REE1	759.0	809.0	512.0	471.0	766.0	980.0	1145.0
YJL218W	YJL218W	16.0	23.0	29.0	25.0	22.0	18.0	23.0
YJL219W	HXT9	22.0	26.0	6.0	6.0	6.0	5.0	4.0
YJL221C	IMA4		0.4	0.1	0.1		0.4	
YJL222W	VTH2	0.7	0.6	0.2	0.5	0.4	0.4	0.6
YJL223C	PAU1			0.6				
YJL225C	YJL225C	0.6	0.6	0.4	0.3	0.5	0.4	0.6
YJR001W	AVT1	96.0	120.0	129.0	121.0	94.0	84.0	68.0
YJR002W	MPP10	65.0	54.0	55.0	52.0	40.0	47.0	57.0
YJR003C	MRX12	25.0	25.0	42.0	43.0	47.0	46.0	40.0
YJR004C	SAG1	45.0	58.0	32.0	31.0	31.0	32.0	28.0
YJR005C-A	LSO1	29.0	34.0	9.0	6.0	4.0	5.0	4.0
YJR005W	APL1	56.0	55.0	44.0	44.0	41.0	40.0	38.0
YJR006W	POL31	47.0	45.0	57.0	49.0	47.0	55.0	54.0
YJR007W	SUI2	237.0	229.0	173.0	184.0	181.0	195.0	212.0
YJR008W	MHO1	492.0	478.0	88.0	102.0	183.0	208.0	236.0
YJR009C	TDH2	242.0	181.0	157.0	144.0	158.0	192.0	222.0
YJR010C-A	SPC1	124.0	125.0	107.0	95.0	98.0	97.0	91.0
YJR010W	MET3	272.0	376.0	539.0	291.0	555.0	468.0	646.0
YJR011C	YJR011C	49.0	40.0	44.0	37.0	36.0	37.0	31.0
YJR012C	YJR012C	79.0	65.0	45.0	46.0	49.0	50.0	41.0
YJR013W	GPI14	63.0	68.0	47.0	48.0	45.0	45.0	36.0
YJR014W	TMA22	150.0	156.0	177.0	194.0	163.0	181.0	201.0
YJR015W	YJR015W	79.0	78.0	67.0	61.0	59.0	62.0	57.0
YJR016C	ILV3	354.0	386.0	298.0	323.0	288.0	290.0	307.0
YJR017C	ESS1	65.0	69.0	70.0	80.0	81.0	87.0	74.0
YJR019C	TES1	459.0	471.0	83.0	89.0	85.0	78.0	65.0
YJR020W	YJR020W	14.0	23.0	0.9	2.0	0.8	0.7	1.0
YJR021C	REC107	64.0	66.0	48.0	47.0	48.0	42.0	38.0
YJR024C	MDE1	122.0	120.0	104.0	105.0	101.0	110.0	88.0
YJR025C	BNA1	429.0	485.0	177.0	181.0	234.0	246.0	304.0
YJR027W	YJR027W	4.0	4.0	3.0	3.0	3.0	3.0	4.0
YJR029W	YJR029W	1.0	1.0	1.0	0.8	1.0	1.0	0.9
YJR030C	RBH2	8.0	7.0	18.0	15.0	12.0	14.0	31.0
YJR031C	GEA1	14.0	13.0	19.0	18.0	15.0	14.0	12.0
YJR032W	CPR7	48.0	45.0	55.0	55.0	47.0	45.0	46.0
YJR033C	RAV1	19.0	20.0	17.0	17.0	19.0	19.0	17.0
YJR034W	PET191	116.0	98.0	91.0	97.0	147.0	153.0	149.0
YJR035W	RAD26	22.0	23.0	13.0	15.0	18.0	18.0	15.0
YJR036C	HUL4	16.0	16.0	5.0	6.0	7.0	5.0	6.0
YJR037W	YJR037W	1.0	1.0		0.6	1.0	0.6	1.0
YJR038C	YJR038C	7.0	8.0	4.0	5.0	5.0	6.0	5.0
YJR039W	YJR039W	24.0	25.0	10.0	11.0	13.0	12.0	9.0
YJR040W	GEF1	34.0	33.0	23.0	23.0	23.0	21.0	23.0
YJR041C	URB2	12.0	9.0	11.0	14.0	10.0	11.0	13.0
YJR042W	NUP85	48.0	43.0	53.0	54.0	53.0	56.0	56.0
YJR043C	POL32	28.0	23.0	29.0	25.0	20.0	26.0	28.0
YJR044C	VPS55	467.0	467.0	268.0	279.0	273.0	277.0	255.0
YJR045C	SSC1	581.0	386.0	771.0	798.0	1005.0	1046.0	982.0
YJR046W	TAH11	37.0	34.0	44.0	47.0	37.0	36.0	31.0
YJR047C	ANB1	0.8	3.0	3.0	0.8		0.5	0.3
YJR048W	CYC1	1467.0	1490.0	2755.0	2907.0	3434.0	3679.0	3634.0
YJR049C	UTR1	48.0	50.0	49.0	48.0	49.0	49.0	44.0
YJR050W	ISY1	59.0	57.0	48.0	42.0	48.0	52.0	51.0
YJR051W	OSM1	74.0	72.0	57.0	62.0	67.0	64.0	56.0
YJR052W	RAD7	28.0	30.0	29.0	29.0	30.0	31.0	27.0
YJR053W	BFA1	6.0	8.0	16.0	16.0	9.0	8.0	8.0
YJR054W	KCH1	21.0	18.0	26.0	23.0	18.0	18.0	20.0
YJR055W	HIT1	55.0	52.0	31.0	32.0	36.0	34.0	41.0
YJR056C	YJR056C	91.0	82.0	56.0	60.0	64.0	54.0	64.0
YJR057W	CDC8	65.0	73.0	69.0	61.0	59.0	55.0	67.0
YJR058C	APS2	91.0	99.0	89.0	82.0	79.0	82.0	67.0
YJR059W	PTK2	106.0	107.0	81.0	83.0	87.0	83.0	75.0
YJR060W	CBF1	31.0	33.0	49.0	50.0	54.0	58.0	59.0
YJR061W	YJR061W	45.0	41.0	38.0	36.0	32.0	30.0	26.0
YJR062C	NTA1	50.0	52.0	37.0	36.0	33.0	34.0	32.0
YJR063W	RPA12	61.0	61.0	99.0	107.0	93.0	113.0	113.0
YJR064W	CCT5	143.0	144.0	153.0	159.0	129.0	138.0	140.0
YJR065C	ARP3	215.0	228.0	198.0	192.0	202.0	198.0	187.0
YJR066W	TOR1	9.0	9.0	7.0	7.0	7.0	6.0	6.0
YJR067C	YAE1	57.0	51.0	59.0	61.0	70.0	62.0	58.0
YJR068W	RFC2	93.0	99.0	68.0	65.0	67.0	64.0	62.0
YJR069C	HAM1	73.0	77.0	101.0	103.0	98.0	98.0	120.0
YJR070C	LIA1	68.0	61.0	77.0	87.0	74.0	77.0	93.0
YJR071W	YJR071W	2.0	1.0	2.0	1.0	1.0	0.7	1.0
YJR072C	NPA3	120.0	139.0	104.0	120.0	101.0	105.0	101.0
YJR073C	OPI3	956.0	1025.0	436.0	482.0	613.0	707.0	809.0
YJR074W	MOG1	206.0	207.0	164.0	175.0	164.0	169.0	160.0
YJR075W	HOC1	114.0	106.0	122.0	115.0	111.0	114.0	108.0
YJR076C	CDC11	108.0	115.0	213.0	200.0	154.0	139.0	123.0
YJR077C	MIR1	1398.0	1152.0	1486.0	1625.0	1818.0	1891.0	1726.0
YJR078W	BNA2	143.0	148.0	59.0	55.0	53.0	54.0	50.0
YJR079W	YJR079W	10.0	8.0	2.0	2.0	3.0	2.0	1.0
YJR080C	AIM24	99.0	74.0	132.0	142.0	184.0	194.0	182.0
YJR082C	EAF6	173.0	199.0	153.0	160.0	183.0	181.0	175.0
YJR083C	ACF4	57.0	50.0	52.0	48.0	42.0	39.0	36.0
YJR084W	YJR084W	34.0	32.0	34.0	33.0	35.0	34.0	32.0
YJR085C	YJR085C	527.0	556.0	440.0	446.0	497.0	515.0	440.0
YJR086W	STE18	113.0	97.0	143.0	128.0	106.0	113.0	116.0
YJR087W	YJR087W	1.0			0.7	0.7		0.6
YJR088C	EMC2	65.0	69.0	83.0	78.0	79.0	75.0	73.0
YJR089W	BIR1	38.0	42.0	35.0	36.0	35.0	34.0	31.0
YJR090C	GRR1	38.0	38.0	26.0	29.0	29.0	25.0	27.0
YJR091C	JSN1	62.0	69.0	53.0	53.0	60.0	52.0	47.0
YJR092W	BUD4	11.0	12.0	48.0	57.0	66.0	57.0	33.0
YJR093C	FIP1	76.0	65.0	54.0	59.0	62.0	59.0	53.0
YJR094C	IME1	102.0	96.0	15.0	12.0	37.0	59.0	78.0
YJR094W-A	RPL43B	265.0	201.0	491.0	532.0	413.0	499.0	698.0
YJR095W	SFC1	3817.0	4500.0	3427.0	3045.0	2151.0	1923.0	1611.0
